alert_id,incident_id,timestamp,last_seen,duration_minutes,event_count,username,source_ip,affected_hosts,threat_type,triggered_indicators,triggered_rule_ids,mitre_techniques,ml_anomaly_score,ml_tier,rule_score,ml_bonus,risk_score,severity,status,recommended_response,label,scenarios
ALT-000312,INC-000312,2024-01-12 12:19:16,2024-01-12 13:04:16,45.0,4,admin02,10.30.0.2,"app-server-01,backup-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.051815,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000313,INC-000313,2024-01-12 12:40:14,2024-01-12 13:26:14,46.0,5,employee20,10.20.0.21,"file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.057458,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000314,INC-000314,2024-01-13 09:27:13,2024-01-13 10:48:48,81.58,9,employee23,10.20.0.24,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.096639,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000315,INC-000315,2024-01-13 11:26:54,2024-01-13 12:43:54,77.0,5,employee19,10.20.0.20,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.047481,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000316,INC-000316,2024-01-13 11:42:50,2024-01-13 12:17:50,35.0,8,employee25,10.20.0.26,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.061148,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000317,INC-000317,2024-01-13 12:13:41,2024-01-13 14:12:01,118.33,8,employee10,10.20.0.11,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.079676,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000318,INC-000318,2024-01-13 12:32:47,2024-01-13 13:20:47,48.0,4,employee06,10.20.0.7,"mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.055079,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000319,INC-000319,2024-01-13 12:52:35,2024-01-13 13:28:35,36.0,4,employee08,10.20.0.9,"file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.07025,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000320,INC-000320,2024-01-14 09:14:20,2024-01-14 09:43:20,29.0,3,admin02,10.30.0.2,"dc-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.113504,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000321,INC-000321,2024-01-14 10:13:02,2024-01-14 11:29:33,76.52,13,admin04,10.30.0.4,"db-server-01,dc-01,file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.162463,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000322,INC-000322,2024-01-14 12:17:53,2024-01-14 12:56:53,39.0,4,admin02,10.30.0.2,"app-server-01,dc-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.118117,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000323,INC-000323,2024-01-15 08:19:52,2024-01-15 11:46:39,206.78,17,admin03,10.30.0.3,"app-server-01,backup-server-01,dc-01,file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.104135,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000324,INC-000324,2024-01-15 08:24:36,2024-01-15 09:14:36,50.0,4,admin05,10.30.0.5,"backup-server-01,dc-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.115551,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000325,INC-000325,2024-01-15 09:24:58,2024-01-15 10:46:59,82.02,9,employee28,10.20.0.29,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.051381,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000326,INC-000326,2024-01-15 09:47:47,2024-01-15 12:34:48,167.02,17,admin02,10.30.0.2,"db-server-01,dc-01,file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.112753,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000327,INC-000327,2024-01-15 10:16:54,2024-01-15 11:32:35,75.68,9,employee20,10.20.0.21,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.054623,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000328,INC-000328,2024-01-15 11:11:16,2024-01-15 11:41:16,30.0,4,employee05,10.20.0.6,"hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.088303,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000329,INC-000329,2024-01-15 11:54:42,2024-01-15 12:56:42,62.0,5,admin04,10.30.0.4,"app-server-01,backup-server-01,file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.046542,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000330,INC-000330,2024-01-15 12:16:42,2024-01-15 12:55:42,39.0,3,employee17,10.20.0.18,"mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.091017,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000331,INC-000331,2024-01-16 08:32:04,2024-01-16 11:16:12,164.13,18,employee05,10.20.0.6,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.053855,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000332,INC-000332,2024-01-16 09:05:56,2024-01-16 09:44:56,39.0,5,employee23,10.20.0.24,"file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.052262,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000333,INC-000333,2024-01-16 11:45:31,2024-01-16 12:44:31,59.0,4,admin05,10.30.0.5,"backup-server-01,db-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.052861,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000334,INC-000334,2024-01-16 12:34:34,2024-01-16 13:36:34,62.0,4,employee36,10.20.0.37,"file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.073157,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000335,INC-000335,2024-01-16 13:58:30,2024-01-16 14:30:30,32.0,3,admin04,10.30.0.4,"mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.072912,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000336,INC-000336,2024-01-17 08:34:54,2024-01-17 10:30:38,115.73,13,employee40,10.20.0.41,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.059192,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000337,INC-000337,2024-01-17 10:33:11,2024-01-17 12:29:11,116.0,9,admin05,10.30.0.5,"app-server-01,db-server-01,dc-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.091875,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000338,INC-000338,2024-01-17 12:17:39,2024-01-17 13:18:39,61.0,5,admin03,10.30.0.3,"db-server-01,file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.053131,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000339,INC-000339,2024-01-17 12:43:43,2024-01-17 13:41:43,58.0,5,employee32,10.20.0.33,"file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.048249,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000340,INC-000340,2024-01-18 08:15:45,2024-01-18 10:14:20,118.58,12,admin05,10.30.0.5,"app-server-01,db-server-01,dc-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.093305,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000341,INC-000341,2024-01-18 08:20:43,2024-01-18 09:20:52,60.15,9,admin02,10.30.0.2,"app-server-01,dc-01,file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.124091,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000342,INC-000342,2024-01-18 08:51:37,2024-01-18 09:54:42,63.08,7,admin01,10.30.0.1,"backup-server-01,dc-01,file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.096095,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000343,INC-000343,2024-01-18 10:20:34,2024-01-18 11:44:09,83.58,8,employee23,10.20.0.24,"file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.05575,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000344,INC-000344,2024-01-18 11:57:05,2024-01-18 13:09:05,72.0,4,employee05,10.20.0.6,"file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.072709,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000345,INC-000345,2024-01-19 08:31:05,2024-01-19 08:58:05,27.0,5,admin04,10.30.0.4,"dc-01,file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.126679,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000346,INC-000346,2024-01-19 09:24:40,2024-01-19 10:21:40,57.0,12,employee24,10.20.0.25,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.075497,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000347,INC-000347,2024-01-19 09:56:18,2024-01-19 10:55:18,59.0,4,admin02,10.30.0.2,"backup-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.054793,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000348,INC-000348,2024-01-19 11:24:51,2024-01-19 12:33:51,69.0,5,admin05,10.30.0.5,"db-server-01,dc-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.109101,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000349,INC-000349,2024-01-19 11:49:51,2024-01-19 12:32:51,43.0,4,admin01,10.30.0.1,"dc-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.130961,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000350,INC-000350,2024-01-19 13:06:31,2024-01-19 14:10:31,64.0,5,employee28,10.20.0.29,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.089847,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000351,INC-000351,2024-01-20 09:52:46,2024-01-20 11:19:42,86.93,14,employee29,10.20.0.30,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.060987,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000352,INC-000352,2024-01-20 11:40:37,2024-01-20 13:02:37,82.0,10,employee18,10.20.0.19,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.071382,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000353,INC-000353,2024-01-20 11:51:19,2024-01-20 13:08:19,77.0,5,employee17,10.20.0.18,"hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.073038,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000354,INC-000354,2024-01-20 12:54:23,2024-01-20 13:50:23,56.0,5,employee02,10.20.0.3,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.048516,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000355,INC-000355,2024-01-20 13:15:39,2024-01-20 14:27:39,72.0,5,employee10,10.20.0.11,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.081536,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000356,INC-000356,2024-01-21 08:46:36,2024-01-21 10:10:15,83.65,12,employee23,10.20.0.24,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.099338,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000357,INC-000357,2024-01-21 09:32:16,2024-01-21 11:03:39,91.38,12,employee09,10.20.0.10,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.04899,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000358,INC-000358,2024-01-22 09:56:05,2024-01-22 11:17:49,81.73,9,admin03,10.30.0.3,"backup-server-01,dc-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.114929,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000359,INC-000359,2024-01-22 11:47:29,2024-01-22 12:14:29,27.0,4,admin05,10.30.0.5,"app-server-01,dc-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.127998,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000360,INC-000360,2024-01-22 11:48:00,2024-01-22 13:00:00,72.0,5,employee05,10.20.0.6,"file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.072102,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000361,INC-000361,2024-01-22 12:48:27,2024-01-22 13:11:27,23.0,4,employee27,10.20.0.28,"file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.059142,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000362,INC-000362,2024-01-23 08:07:16,2024-01-23 10:22:51,135.58,16,employee15,10.20.0.16,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.070788,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000363,INC-000363,2024-01-23 08:55:06,2024-01-23 09:36:06,41.0,4,admin01,10.30.0.1,"dc-01,file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.112312,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000364,INC-000364,2024-01-23 09:27:19,2024-01-23 09:52:19,25.0,5,admin02,10.30.0.2,"app-server-01,dc-01,file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.123705,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000365,INC-000365,2024-01-23 09:34:50,2024-01-23 11:44:32,129.7,17,employee07,10.20.0.8,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.056498,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000366,INC-000366,2024-01-23 10:43:01,2024-01-23 11:54:01,71.0,5,admin01,10.30.0.1,"db-server-01,dc-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.111536,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000367,INC-000367,2024-01-23 11:21:02,2024-01-23 12:08:02,47.0,4,admin04,10.30.0.4,"dc-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.111536,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000368,INC-000368,2024-01-23 12:29:38,2024-01-23 13:25:38,56.0,5,admin05,10.30.0.5,"app-server-01,backup-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.045679,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000369,INC-000369,2024-01-24 08:49:27,2024-01-24 10:48:01,118.57,10,admin01,10.30.0.1,"dc-01,file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.114034,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000370,INC-000370,2024-01-25 08:50:07,2024-01-25 09:22:07,32.0,3,admin05,10.30.0.5,"backup-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.046741,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000371,INC-000371,2024-01-25 08:57:41,2024-01-25 09:55:41,58.0,5,admin03,10.30.0.3,"dc-01,file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.095318,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000372,INC-000372,2024-01-25 12:06:00,2024-01-25 12:43:00,37.0,3,admin04,10.30.0.4,"backup-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.04616,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000373,INC-000373,2024-01-25 12:39:18,2024-01-25 13:17:18,38.0,3,employee06,10.20.0.7,"file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.047937,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000374,INC-000374,2024-01-25 12:45:30,2024-01-25 13:19:30,34.0,4,employee09,10.20.0.10,"file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.05778,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000375,INC-000375,2024-01-26 08:18:35,2024-01-26 09:19:40,61.08,9,admin01,10.30.0.1,"backup-server-01,dc-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.110161,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000376,INC-000376,2024-01-26 12:21:52,2024-01-26 13:11:52,50.0,3,admin02,10.30.0.2,"dc-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.123551,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000377,INC-000377,2024-01-27 09:17:36,2024-01-27 12:32:02,194.43,17,admin04,10.30.0.4,"app-server-01,backup-server-01,db-server-01,dc-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.093631,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000378,INC-000378,2024-01-27 09:25:14,2024-01-27 10:33:14,68.0,5,admin03,10.30.0.3,"backup-server-01,dc-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.113403,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000379,INC-000379,2024-01-27 10:47:10,2024-01-27 12:55:19,128.15,16,admin01,10.30.0.1,"app-server-01,backup-server-01,db-server-01,file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.066501,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000380,INC-000380,2024-01-28 09:23:22,2024-01-28 11:12:25,109.05,8,admin05,10.30.0.5,"backup-server-01,dc-01,file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.122422,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000381,INC-000381,2024-01-28 10:09:19,2024-01-28 11:50:50,101.52,10,admin01,10.30.0.1,"db-server-01,dc-01,file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.13615,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000382,INC-000382,2024-01-29 09:38:29,2024-01-29 11:46:14,127.75,10,admin03,10.30.0.3,"app-server-01,dc-01,file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.096197,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000383,INC-000383,2024-01-29 10:29:33,2024-01-29 11:42:33,73.0,5,admin04,10.30.0.4,"backup-server-01,dc-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.098685,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000384,INC-000384,2024-01-29 12:37:46,2024-01-29 13:37:46,60.0,4,employee11,10.20.0.12,"file-server-01,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.044597,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000385,INC-000385,2024-01-29 12:52:55,2024-01-29 13:44:55,52.0,4,admin04,10.30.0.4,"dc-01,file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.151372,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000386,INC-000386,2024-01-29 14:20:24,2024-01-29 15:03:24,43.0,3,admin04,10.30.0.4,"hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.092274,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000387,INC-000387,2024-01-30 08:12:50,2024-01-30 09:39:30,86.67,7,admin01,10.30.0.1,"dc-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.093897,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000388,INC-000388,2024-01-30 08:16:53,2024-01-30 09:59:15,102.37,14,employee29,10.20.0.30,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.074171,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000389,INC-000389,2024-01-30 09:35:54,2024-01-30 11:38:03,122.15,14,admin03,10.30.0.3,"app-server-01,backup-server-01,dc-01,file-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.110849,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000390,INC-000390,2024-01-30 11:36:44,2024-01-30 12:19:44,43.0,3,admin02,10.30.0.2,"backup-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.067065,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000391,INC-000391,2024-01-30 12:41:54,2024-01-30 13:10:54,29.0,3,admin05,10.30.0.5,"dc-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.117554,strong,0,15,15,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000392,INC-000392,2024-01-01 11:14:56,2024-01-01 12:08:56,54.0,5,employee38,10.20.0.39,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,-0.030892,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000393,INC-000393,2024-01-01 11:43:54,2024-01-01 12:33:54,50.0,4,employee17,10.20.0.18,"file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.010744,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000394,INC-000394,2024-01-02 08:25:46,2024-01-02 09:35:41,69.92,8,employee07,10.20.0.8,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,-0.025379,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000395,INC-000395,2024-01-02 08:29:26,2024-01-02 09:21:42,52.27,10,employee21,10.20.0.22,"file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.024314,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000396,INC-000396,2024-01-02 08:47:20,2024-01-02 10:26:19,98.98,10,employee35,10.20.0.36,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,-0.013936,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000397,INC-000397,2024-01-02 09:22:03,2024-01-02 11:02:00,99.95,11,employee26,10.20.0.27,"file-server-01,hr-portal,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,-0.012429,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000398,INC-000398,2024-01-02 09:25:55,2024-01-02 09:58:55,33.0,4,admin05,10.30.0.5,"app-server-01,backup-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.011318,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000399,INC-000399,2024-01-02 10:57:22,2024-01-02 12:14:22,77.0,4,admin02,10.30.0.2,"hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,-0.031299,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
ALT-000400,INC-000400,2024-01-02 11:16:24,2024-01-02 12:11:17,54.88,9,employee12,10.20.0.13,"file-server-01,hr-portal,mail-server-01,vpn-gateway",ML Anomaly (Unclassified),Machine-learning anomaly only (no rule fired),,,0.022963,weak,0,5,5,LOW,New,Log for review. No immediate action required.,0,normal
