event_id,timestamp,username,source_ip,destination_host,event_type,rule_id,rule_name,evidence,risk_points,mitre,label
EVT-005039,2024-01-16 02:47:54,employee34,203.0.113.242,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-817',10,T1078 - Valid Accounts,1
EVT-005040,2024-01-16 02:48:04,employee34,203.0.113.242,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee34' in the last 15 min,15,T1110 - Brute Force,1
EVT-005040,2024-01-16 02:48:04,employee34,203.0.113.242,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-817',10,T1078 - Valid Accounts,1
EVT-005041,2024-01-16 02:48:49,employee34,203.0.113.242,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee34' in the last 15 min,15,T1110 - Brute Force,1
EVT-005041,2024-01-16 02:48:49,employee34,203.0.113.242,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-817',10,T1078 - Valid Accounts,1
EVT-005042,2024-01-16 02:49:49,employee34,203.0.113.242,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee34' in the last 15 min,15,T1110 - Brute Force,1
EVT-005042,2024-01-16 02:49:49,employee34,203.0.113.242,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005042,2024-01-16 02:49:49,employee34,203.0.113.242,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-817',10,T1078 - Valid Accounts,1
EVT-005043,2024-01-16 04:41:15,employee03,10.20.0.4,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005046,2024-01-16 04:46:21,employee03,10.20.0.4,app-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee03' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005047,2024-01-16 04:48:16,employee03,10.20.0.4,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee03' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005048,2024-01-16 04:50:08,employee03,10.20.0.4,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee03' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005368,2024-01-17 03:25:01,admin03,10.30.0.3,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005371,2024-01-17 03:29:35,admin03,10.30.0.3,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'admin03' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005372,2024-01-17 03:30:39,admin03,10.30.0.3,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'admin03' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005373,2024-01-17 03:32:30,admin03,10.30.0.3,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'admin03' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005374,2024-01-17 04:49:09,employee38,10.20.0.39,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005377,2024-01-17 04:53:38,employee38,10.20.0.39,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee38' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005378,2024-01-17 04:54:25,employee38,10.20.0.39,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee38' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005379,2024-01-17 04:55:27,employee38,10.20.0.39,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee38' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005388,2024-01-17 05:13:03,employee12,203.0.113.149,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-005389,2024-01-17 05:14:03,employee12,203.0.113.149,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005389,2024-01-17 05:14:03,employee12,203.0.113.149,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-1012',10,T1078 - Valid Accounts,1
EVT-005396,2024-01-17 05:57:50,employee02,203.0.113.165,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-005397,2024-01-17 05:58:50,employee02,203.0.113.165,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005397,2024-01-17 05:58:50,employee02,203.0.113.165,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-1002',10,T1078 - Valid Accounts,1
EVT-005516,2024-01-17 09:56:21,employee28,10.20.0.29,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee28' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,0
EVT-005669,2024-01-18 01:12:23,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005670,2024-01-18 01:12:46,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005671,2024-01-18 01:13:22,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005672,2024-01-18 01:13:59,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005673,2024-01-18 01:14:34,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005673,2024-01-18 01:14:34,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005674,2024-01-18 01:15:10,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005674,2024-01-18 01:15:10,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005675,2024-01-18 01:15:52,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005675,2024-01-18 01:15:52,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005676,2024-01-18 01:16:33,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005676,2024-01-18 01:16:33,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005677,2024-01-18 01:16:58,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,9 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005677,2024-01-18 01:16:58,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005678,2024-01-18 01:17:02,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,10 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005678,2024-01-18 01:17:02,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005679,2024-01-18 01:17:23,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,11 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005679,2024-01-18 01:17:23,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005680,2024-01-18 01:17:56,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,12 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005680,2024-01-18 01:17:56,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005681,2024-01-18 01:18:56,admin05,198.51.100.79,vpn-gateway,login,R1,Multiple Failed Logins,12 failed logins for 'admin05' in the last 15 min,15,T1110 - Brute Force,1
EVT-005681,2024-01-18 01:18:56,admin05,198.51.100.79,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005681,2024-01-18 01:18:56,admin05,198.51.100.79,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-553',10,T1078 - Valid Accounts,1
EVT-005682,2024-01-18 01:24:20,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005683,2024-01-18 01:25:27,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005684,2024-01-18 01:26:04,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005685,2024-01-18 01:26:33,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005686,2024-01-18 01:27:52,employee37,198.51.100.252,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-005686,2024-01-18 01:27:52,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005687,2024-01-18 01:28:58,employee37,198.51.100.252,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-005687,2024-01-18 01:28:58,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005688,2024-01-18 01:30:00,employee37,198.51.100.252,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-005688,2024-01-18 01:30:00,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005689,2024-01-18 01:31:25,employee37,198.51.100.252,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-005689,2024-01-18 01:31:25,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005690,2024-01-18 01:32:25,employee37,198.51.100.252,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-005690,2024-01-18 01:32:25,employee37,198.51.100.252,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005690,2024-01-18 01:32:25,employee37,198.51.100.252,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-180',10,T1078 - Valid Accounts,1
EVT-005695,2024-01-18 01:40:25,employee37,198.51.100.252,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-005696,2024-01-18 01:42:25,employee37,198.51.100.252,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-005697,2024-01-18 01:43:25,employee37,198.51.100.252,hr-portal,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'hr-portal',25,T1003 - OS Credential Dumping,1
EVT-005698,2024-01-18 01:44:29,employee37,198.51.100.252,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee37' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005699,2024-01-18 01:45:47,employee37,198.51.100.252,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee37' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005700,2024-01-18 01:46:38,employee37,198.51.100.252,app-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee37' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005701,2024-01-18 01:48:08,employee37,198.51.100.252,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee37' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005702,2024-01-18 01:48:52,employee37,198.51.100.252,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 8 distinct hosts by 'employee37' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005703,2024-01-18 03:02:47,employee18,10.20.0.19,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005706,2024-01-18 03:06:27,employee18,10.20.0.19,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee18' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005707,2024-01-18 03:07:37,employee18,10.20.0.19,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee18' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005708,2024-01-18 03:08:36,employee18,10.20.0.19,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee18' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005709,2024-01-18 03:25:19,employee27,198.51.100.141,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005709,2024-01-18 03:25:19,employee27,198.51.100.141,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-781',10,T1078 - Valid Accounts,1
EVT-005712,2024-01-18 04:40:45,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005713,2024-01-18 04:41:18,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005714,2024-01-18 04:42:38,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005715,2024-01-18 04:44:04,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005716,2024-01-18 04:45:14,employee17,192.0.2.3,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-005716,2024-01-18 04:45:14,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005717,2024-01-18 04:46:35,employee17,192.0.2.3,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-005717,2024-01-18 04:46:35,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005718,2024-01-18 04:47:58,employee17,192.0.2.3,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-005718,2024-01-18 04:47:58,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005719,2024-01-18 04:48:34,employee17,192.0.2.3,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-005719,2024-01-18 04:48:34,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005720,2024-01-18 04:49:34,employee17,192.0.2.3,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-005720,2024-01-18 04:49:34,employee17,192.0.2.3,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005720,2024-01-18 04:49:34,employee17,192.0.2.3,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-878',10,T1078 - Valid Accounts,1
EVT-005724,2024-01-18 04:55:34,employee17,192.0.2.3,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-005725,2024-01-18 04:57:34,employee17,192.0.2.3,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-005726,2024-01-18 04:58:34,employee17,192.0.2.3,db-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'db-server-01',25,T1003 - OS Credential Dumping,1
EVT-005727,2024-01-18 04:59:42,employee17,192.0.2.3,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005728,2024-01-18 05:00:30,employee17,192.0.2.3,app-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005729,2024-01-18 05:01:55,employee17,192.0.2.3,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005730,2024-01-18 05:03:01,employee17,192.0.2.3,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 8 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005731,2024-01-18 05:04:31,employee17,192.0.2.3,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 9 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-005732,2024-01-18 05:11:13,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005733,2024-01-18 05:11:53,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005734,2024-01-18 05:12:36,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005735,2024-01-18 05:12:43,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005736,2024-01-18 05:12:50,employee23,198.51.100.217,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-005736,2024-01-18 05:12:50,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005737,2024-01-18 05:13:22,employee23,198.51.100.217,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-005737,2024-01-18 05:13:22,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005738,2024-01-18 05:13:51,employee23,198.51.100.217,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-005738,2024-01-18 05:13:51,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005739,2024-01-18 05:14:29,employee23,198.51.100.217,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-005739,2024-01-18 05:14:29,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005740,2024-01-18 05:15:00,employee23,198.51.100.217,vpn-gateway,login,R1,Multiple Failed Logins,9 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-005740,2024-01-18 05:15:00,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005741,2024-01-18 05:15:14,employee23,198.51.100.217,vpn-gateway,login,R1,Multiple Failed Logins,10 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-005741,2024-01-18 05:15:14,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005742,2024-01-18 05:17:14,employee23,198.51.100.217,vpn-gateway,login,R1,Multiple Failed Logins,10 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-005742,2024-01-18 05:17:14,employee23,198.51.100.217,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005742,2024-01-18 05:17:14,employee23,198.51.100.217,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-929',10,T1078 - Valid Accounts,1
EVT-005743,2024-01-18 05:20:17,admin02,10.30.0.2,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005744,2024-01-18 05:22:17,admin02,10.30.0.2,file-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'file-server-01',25,T1003 - OS Credential Dumping,1
EVT-005745,2024-01-18 05:23:17,admin02,10.30.0.2,db-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'db-server-01',25,T1003 - OS Credential Dumping,1
EVT-005746,2024-01-18 05:27:17,admin02,10.30.0.2,db-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'db-server-01',25,T1003 - OS Credential Dumping,1
EVT-005747,2024-01-18 05:38:54,employee31,10.20.0.32,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-005748,2024-01-18 05:43:54,employee31,10.20.0.32,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-006025,2024-01-19 02:04:48,employee28,10.20.0.29,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-006030,2024-01-19 02:08:46,employee28,10.20.0.29,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee28' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-006031,2024-01-19 02:10:43,employee28,10.20.0.29,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee28' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-006033,2024-01-19 02:12:32,employee28,10.20.0.29,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee28' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-006034,2024-01-19 02:13:40,employee23,198.51.100.72,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-006035,2024-01-19 02:14:40,employee23,198.51.100.72,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-006035,2024-01-19 02:14:40,employee23,198.51.100.72,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-1023',10,T1078 - Valid Accounts,1
EVT-006036,2024-01-19 04:22:41,employee07,10.20.0.8,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-006039,2024-01-19 04:27:41,employee07,10.20.0.8,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee07' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-006040,2024-01-19 04:28:48,employee07,10.20.0.8,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee07' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-006041,2024-01-19 04:30:13,employee07,10.20.0.8,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee07' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-006328,2024-01-20 00:24:01,employee21,192.0.2.22,vpn-gateway,login,R2,Unusual Login Time,Successful login at 00:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-006328,2024-01-20 00:24:01,employee21,192.0.2.22,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-281',10,T1078 - Valid Accounts,1
